74,5800,O2+proton+Nicotinamide adenine dinucleotide - reduced+8-dehydrocholesterol = > Water+Nicotinamide adenine dinucleotide+27alpha-hydroxy-8-dehydrocholesterol
75,863,UTP+Deoxycytidine <  = > proton+dCMP+UDP
76,6758,maltoheptaose <  = > 
77,"3365 , 3537",Sodium+L-serine+L-threonine = > Sodium+L-serine+L-threonine
78,4571,L-asparagine+L-tryptophan <  = > L-asparagine+L-tryptophan
79,6961,"Nicotinamide adenine dinucleotide+Coenzyme A+Water+2,6,9-dodecatrienoylcoa = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+4,7-decadienoylcoa"
80,3767,5-Phospho-alpha-D-ribose 1-diphosphate <  = > 
81,"6608 , 6610",ATP+Coenzyme A+20-carboxy-leukotriene-B4 <  = > AMP+Diphosphate+20-CoA-20-oxo-leukotriene B4
82,"5476 , 5477","UDP-D-glucuronate+3,3',5' - triiodothyronine = > proton+UDP+3,3',5'-triiodo-L-thyronine-beta-D-glucuronoside"
83,"815 , 816",dGTP+dCMP <  = > dGDP+dCDP
84,1035,ATP+dUTP = > ATP+dUTP
85,4601,L-asparagine+L-leucine <  = > L-asparagine+L-leucine
86,2848,oxalate(2-) = > oxalate(2-)
87,"1 , 2",10-formyltetrahydrofolate-[Glu](5) = > 10-formyltetrahydrofolate-[Glu](5)
88,6719,Zinc <  = > 
89,6499,"5proton+3arachidonate+5superoxide <  = > 4Water+311-peroxy-5Z,8Z,12E,14Z-eicosatetraenoate"
90,3136,hydrogenphosphate+Guanosine <  = > Guanine+alpha-D-Ribose 1-phosphate
91,2965,phosphatidylglycerol(1-) <  = > phosphatidylglycerol(1-)
92,5450,Water+O2+spermine monoaldehyde = > Hydrogen peroxide+Ammonium+spermine dialdehyde
93,5611,S-Adenosyl-L-methionine+4-hydroxy-17beta-estradiol <  = > proton+S-Adenosyl-L-homocysteine+4-methoxy-17beta-estradiol
94,4428,L-Carnitine+Butanoyl-CoA = > Coenzyme A+O-Butanoylcarnitine
95,349,L-alanine+L-glutamine <  = > L-alanine+L-glutamine
96,2230,Hexacosanoyl-CoA (n-C26:0CoA) <  = > Hexacosanoyl-CoA (n-C26:0CoA)
97,2522,O2+melatonin = > Formyl-N-acetyl-5-methoxykynurenamine
98,4338,linoleic coenzyme A+Glycerol 3-phosphate = > Coenzyme A+1-Acylglycerol-3P-lin
99,2440,Water+diglyceride = > proton+monoacylglycerol 2+R total
100,"20 , 21","24R,25-Dihyoxyvitamin D2 = > 24R,25-Dihyoxyvitamin D2"
101,5014,propionate+pyruvate <  = > pyruvate+propionate
102,2852,11-deoxycorticosterone+proton+Nicotinamide adenine dinucleotide phosphate - reduced+2O2 = > 2Water+Nicotinamide adenine dinucleotide phosphate+aldosterone
103,4983,L-serine+L-citrulline = > L-serine+L-citrulline
104,116,5 hydroxy omeprazole <  = > 5 hydroxy omeprazole
105,3858,Citrate <  = > Water+cis-aconitate(3-)
106,3766,Orotate <  = > 
107,3579,Water+O2+tryptaminium = > Hydrogen peroxide+Ammonium+indol-3-ylacetaldehyde
108,"31 , 32 , 33 , 34",calcidiol = > calcidiol
109,7167,Biotin = > Biotin
110,5849,"S-Adenosyl-L-methionine+(-)-Salsolinol = > proton+S-Adenosyl-L-homocysteine+(R)-1,2-dimethyl-5,6-dihydroxy-tetrahydroisoquinoline"
111,4554,L-serine+L-homoserine <  = > L-serine+L-homoserine
112,1143,ecgonine <  = > pseudoecgonine
113,797,L-cysteine <  = > L-cysteine
114,"5575 , 5576","Water+trans,cis,cis-2,9,12-octadecatrienoyl-CoA <  = > (3S)-3-hydroxylinoleoyl-CoA"
115,611,C20:4 carnitine = > C20:4 carnitine
116,6811,L-Carnitine+decadienoylcoa <  = > Coenzyme A+decadienoyl carnitine
117,5187,Bicarbonate+glutathionyl-leuc4+prostaglandin-c2 <  = > Bicarbonate+glutathionyl-leuc4+prostaglandin-c2
118,"302 , 305","UDP-N-acetyl-alpha-D-glucosamine(2-)+keratan sulfate II biosynthesis, precursor 7 = > proton+UDP+keratan sulfate II biosynthesis, precursor 8"
119,7189,Water+Glycylproline <  = > Glycine+L-proline
120,544,Glycine+Chenodeoxyglycocholoyl-CoA = > Coenzyme A+glycochenodeoxycholate
121,819,dATP+dCMP <  = > dADP+dCDP
122,557,"GDP-alpha-D-mannose(2-)+0.1N,N'-Diacetylchitobiosyldiphosphodolichol, human uterine homolog = > proton+GDP+0.1beta-D-Mannosyldiacetylchitobiosyldiphosphodolichol, human uterine homolog"
123,"934 , 935",Digalactosylceramidesulfate <  = > Digalactosylceramidesulfate
124,3428,S-Adenosyl-L-methionine+serotonin(1+) = > proton+S-Adenosyl-L-homocysteine+N-Methylserotonin
125,5374,2-Oxoglutarate+Reduced glutathione <  = > 2-Oxoglutarate+Reduced glutathione
126,"4254 , 4448",L-cysteine = > L-cysteine
127,"4643 , 4824",Sodium+Glycine+L-isoleucine = > Sodium+Glycine+L-isoleucine
128,"5607 , 5609",O2+proton+Nicotinamide adenine dinucleotide phosphate - reduced+estrone = > Water+Nicotinamide adenine dinucleotide phosphate+2-Hydroxyestrone
129,5966,"O2+proton+2Nicotinamide adenine dinucleotide phosphate - reduced+cortisol = > 2Water+2Nicotinamide adenine dinucleotide phosphate+acetate+11beta-Hydroxyandrost-4-ene-3,17-dione"
130,638,hydrogenphosphate+Diphosphate+Carbamoyl phosphate <  = > Carbamoyl phosphate+hydrogenphosphate+Diphosphate
131,2607,5-Methylthio-5-deoxy-D-ribose 1-phosphate <  = > 5-Methylthio-5-deoxy-D-ribulose 1-phosphate
132,3548,Water+Nicotinamide adenine dinucleotide+4-trimethylammoniobutanal = > 2proton+Nicotinamide adenine dinucleotide - reduced+4-(trimethylammonio)butanoate
133,5413,3-hydroxydocosanoyl-CoA <  = > Water+trans-docos-2-enoyl-CoA
134,3124,pentadecanoate <  = > pentadecanoate
135,"2424 , 4199",linoleate <  = > linoleate
136,7077,Nicotinamide adenine dinucleotide+Coenzyme A+Octanoyl-CoA (n-C8:0CoA)+O2+Water = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+Hydrogen peroxide+Hexanoyl-CoA (n-C6:0CoA)
137,6500,"4proton+9,11-cycloperoxy-15-hydroperoxy-5Z,13E-eicosadienoate <  = > Water+9,11,15-trihydroxyprosta-5Z,13E-dien-1-oate"
138,2876,O2+proton+Nicotinamide adenine dinucleotide phosphate - reduced+(+)-alpha-pinene = > Water+Nicotinamide adenine dinucleotide phosphate+alpha-pinene oxide
139,975,"({[(mannosyl),(phosphoethanolaminyl)]-dimannosyl},{phosphoethanolaminyl})-mannosyl-glucosaminyl-acylphosphatidylinositol-Protein (M4B) = > "
140,"5925 , 5926",ATP+Coenzyme A+deoxycholate <  = > AMP+Diphosphate+deoxycholoyl-CoA
141,245,ATP+Coenzyme A+acetate = > AMP+Diphosphate+Acetyl-CoA
142,5043,acetoacetate+butyrate <  = > acetoacetate+butyrate
143,2621,"Water+keratan sulfate I, degradation product 22 = > N-acetyl-D-glucosamine+keratan sulfate I, degradation product 23"
144,"2123 , 2124",Nicotinamide adenine dinucleotide phosphate+6-Phospho-D-gluconate = > Nicotinamide adenine dinucleotide phosphate - reduced+carbon dioxide+D-ribulose 5-phosphate(2-)
145,4060,Nicotinamide adenine dinucleotide+(S)-3-Hydroxydodecanoyl-CoA <  = > proton+Nicotinamide adenine dinucleotide - reduced+3-Oxododecanoyl-CoA
146,5505,3Hydrogen peroxide+2cyanosulfurous acid anion <  = > 2proton+2Water+2Sulfite+2Cyanate
147,5270,prostaglandin-e3 <  = > prostaglandin-e3
148,6834,L-Carnitine+3-hydroxyhexadecenoylcoa <  = > Coenzyme A+3-hydroxyhexadecenoylcarnitine
149,361,Nicotinamide adenine dinucleotide+methanol <  = > proton+Nicotinamide adenine dinucleotide - reduced+formaldehyde
150,5510,Water+dynorphin A 1-8 <  = > dynorphin A (1-5)+dynorphin A (6-8)
151,7307,beta glucan-taurocholic acid complex <  = > 
152,3575,"O2+5,6,7,8-tetrahydrobiopterin+L-tryptophan = > 5-hydroxy-L-tryptophan+4a-hydroxytetrahydrobiopterin"
153,826,ATP+dCMP <  = > dCDP+ADP
154,3305,"Water+keratan sulfate I, degradation product 30 <  = > proton+sulfate+keratan sulfate I, degradation product 31"
155,3044,Palmitoyl-CoA (n-C16:0CoA) <  = > Palmitoyl-CoA (n-C16:0CoA)
156,1573,testosterone <  = > 
157,3061,Propanoyl-CoA+ATP+Bicarbonate = > proton+ADP+hydrogenphosphate+(S)-methylmalonyl-CoA(5-)
158,2434,"(S)-2,3-epoxysqualene = > lanosterol"
159,2262,margarate <  = > margarate
160,4135,2-Oxoglutarate+Succinate <  = > 2-Oxoglutarate+Succinate
161,556,"0.1N,N'-Diacetylchitobiosyldiphosphodolichol, human liver homolog+GDP-alpha-D-mannose(2-) = > proton+GDP+0.1beta-D-Mannosyldiacetylchitobiosyldiphosphodolichol, human liver homolog"
162,3974,ATP+pantetheine <  = > proton+ADP+Pantetheine 4'-phosphate
163,3075,triphosphate(5-) <  = > triphosphate(5-)
164,2353,ATP+D-Fructose = > ADP+proton+D-Fructose 1-phosphate
165,"941 , 942",proton+(R)-lactate <  = > proton+(R)-lactate
166,4304,2-Oxoglutarate+Isocitrate <  = > 2-Oxoglutarate+Isocitrate
167,"4673 , 4827",Sodium+L-serine+L-isoleucine = > Sodium+L-serine+L-isoleucine
168,"1946 , 1947",Acetyl-CoA+GD3 = > Coenzyme A+9-O-Acetylated GD3
169,2653,"2Water+chondroitin sulfate A (GalNAc4S-GlcA), free chain = > proton+N-acetyl-D-galactosamine+sulfate+chondroitin sulfate A (GalNAc4S-GlcA), degradation product 2"
170,1254,ADP <  = > 
171,"2360 , 2361",keratan sulfate I = > keratan sulfate I
172,4225,Water+ATP+taurocholate = > proton+ADP+hydrogenphosphate+taurocholate
173,"6406 , 6407 , 6408","2proton+Nicotinamide adenine dinucleotide - reduced+3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate <  = > Water+Nicotinamide adenine dinucleotide+3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al"
174,3440,GM1alpha+CMP-N-acetyl-beta-neuraminate(2-) = > proton+CMP+GD1beta
175,"141 , 142",galactosyl glucosyl ceramide+UDP-D-galactose(2-) = > proton+trihexosyl ceramide+UDP
176,"1145 , 1146",(S)-3-hydroxybutanoyl-CoA(4-) <  = > Water+crotonoyl-CoA(4-)
177,1198,fatty acid 11-cis-retinol <  = > 
178,2866,"proton+Nicotinamide adenine dinucleotide phosphate - reduced+O2+5beta-cholestane-3alpha,7alpha,26-triol = > 2Water+Nicotinamide adenine dinucleotide phosphate+3alpha,7alpha-dihydroxy-5beta-cholestan-26-al"
179,3925,proton+Coenzyme A+Hydroxymethylglutaryl-CoA <  = > Acetyl-CoA+Acetoacetyl-CoA+Water
180,533,UDP-D-galactose(2-)+trihexosyl ceramide = > proton+UDP+Gal-Gal-Gal-Glc-Cer
181,5892,Nicotinamide adenine dinucleotide phosphate - reduced+2noradrenochrome <  = > proton+Nicotinamide adenine dinucleotide phosphate+2noradrenochrome o-semiquinone
182,1495,Peptidyl-L-lysine <  = > 
183,3917,L-Carnitine+arachidonoyl-CoA(4-) <  = > Coenzyme A+C20:4 carnitine
184,"5569 , 5570","Water+trans,cis-Lauro-2,6-dienoyl-CoA <  = > (3S)-3-hydroxydodec-cis-6-enoyl-CoA"
185,2955,Nicotinamide adenine dinucleotide+3-Phospho-D-glycerate = > proton+Nicotinamide adenine dinucleotide - reduced+3-phosphonatooxypyruvate(3-)
186,902,dATP+dGMP <  = > dADP+dGDP
187,"6508 , 6509",O2+proton+Nicotinamide adenine dinucleotide phosphate - reduced+5(S)-HETE = > Water+Nicotinamide adenine dinucleotide phosphate+20-hydroxy-5S-HETE
188,1310,carbon dioxide <  = > 
189,"2152 , 2153",proton+Nicotinamide adenine dinucleotide phosphate - reduced+Oxidized glutathione = > Nicotinamide adenine dinucleotide phosphate+2Reduced glutathione
190,95,Water+Nicotinamide adenine dinucleotide+L-4-hydroxyglutamic semialdehyde <  = > 2proton+Nicotinamide adenine dinucleotide - reduced+erythro-4-hydroxy-L-glutamate(1-)
191,489,Water+L-asparagine = > L-aspartate(1-)+Ammonium
192,4988,L-cysteine+L-citrulline = > L-cysteine+L-citrulline
193,"6162 , 6163","proton+Nicotinamide adenine dinucleotide+Androst-5-ene-3beta,17beta-diol <  = > Nicotinamide adenine dinucleotide - reduced+17beta-hydroxy-5alpha-androstan-3-one"
194,5260,prostaglandin A1(1-) <  = > prostaglandin A1(1-)
195,3553,ATP+Thiamine diphosphate = > ADP+thiamine(1+) triphosphate(4-)
196,7258,calcitriol = > calcitriol
197,"5573 , 5574","Water+trans,cis,cis-2,7,10-hexadecatrienoyl-CoA <  = > (3S)-3-hydroxy-cis,cis-palmito-7,10-dienoyl-CoA"
198,2944,Oxaloacetate+GTP = > carbon dioxide+Phosphoenolpyruvate+GDP
199,"706 , 707 , 708 , 709 , 710 , 711",carbon dioxide <  = > carbon dioxide
200,7194,glycocholate+gums = > guar gum-glycocholate complex
201,1841,"GDP-alpha-D-mannose(2-)+0.1(alpha-D-mannosyl)3-beta-D-mannosyl-diacetylchitodiphosphodolichol, human uterine homolog = > proton+GDP+0.1(alpha-D-Mannosyl)4-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog"
202,"4682 , 4748",Sodium+L-methionine+L-leucine = > Sodium+L-methionine+L-leucine
203,"2602 , 2605","Nicotinamide adenine dinucleotide phosphate+5,10-Methylenetetrahydrofolate <  = > Nicotinamide adenine dinucleotide phosphate - reduced+5,10-Methenyltetrahydrofolate"
204,4896,Sodium+L-asparagine+L-histidine = > Sodium+L-asparagine+L-histidine
205,1181,Water+ATP+estrone 3-glucosiduronic acid = > ADP+proton+hydrogenphosphate+estrone 3-glucosiduronic acid
206,7285,dCTP = > dCTP
207,4600,L-leucine+L-proline <  = > L-proline+L-leucine
208,2442,Water+monoacylglycerol 2 = > proton+Glycerol+R total 2 position
209,731,Coenzyme A+ATP+trans-4-coumarate = > 4-coumaroyl-CoA(4-)+AMP+Diphosphate
210,7117,11-octadecenoyl carnitine <  = > 11-octadecenoyl carnitine
211,7090,"Water+Coenzyme A+Nicotinamide adenine dinucleotide+Flavin adenine dinucleotide oxidized+trans7,10-hexadecadienoylcoa = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+Flavin adenine dinucleotide reduced+trans5,8tetradecadienoylcoa"
212,4477,potassium = > potassium
213,6767,kinetensin 1-8 <  = > 
214,7152,L-dopa+L-leucine = > L-dopa+L-leucine
215,7276,Water+ATP+2Sodium+Biotin = > ADP+proton+hydrogenphosphate+2Sodium+Biotin
216,1932,UDP-N-acetyl-D-galactosamine(2-)+protein-linked serine or threonine residue (O-glycosylation site) = > proton+UDP+Tn antigen
217,1829,Lactoneotetraosylceramide+GDP-L-fucose(2-) = > proton+GDP+Lacto-N-fucopentaosyl III ceramide
218,5308,proton+L-lysinium(1+)+Ornithine = > proton+Ornithine+L-lysinium(1+)
219,7254,L-valine+L-phenylalanine = > L-phenylalanine+L-valine
220,3738,4-Aminobutanal <  = > 
221,5670,"O2+proton+Nicotinamide adenine dinucleotide phosphate - reduced+5beta-cholestane-3alpha,7alpha-diol = > Water+Nicotinamide adenine dinucleotide phosphate+5beta-cholestane-3alpha,7alpha,27-triol"
222,2885,O2+proton+Nicotinamide adenine dinucleotide phosphate - reduced+cholesterol = > Water+Nicotinamide adenine dinucleotide phosphate+(24S)-24-hydroxycholesterol
223,4947,L-threonine+L-argininium(1+) = > L-threonine+L-argininium(1+)
224,1257,adrenic acid <  = > 
225,2856,"0.5O2+proton+Nicotinamide adenine dinucleotide phosphate - reduced+17alpha-hydroxyprogesterone = > acetaldehyde+Water+Nicotinamide adenine dinucleotide phosphate+androst-4-ene-3,17-dione"
226,"6962 , 6963","3,6,9-dodecatrienoylcoa = > 2,6,9-dodecatrienoylcoa"
227,4299,Nicotinamide adenine dinucleotide+4alpha-Methylzymosterol-4-carboxylate <  = > proton+carbon dioxide+Nicotinamide adenine dinucleotide - reduced+3-Keto-4-methylzymosterol
228,2066,Ammonium+ATP+L-glutamate(1-) = > ADP+proton+hydrogenphosphate+L-glutamine
229,3469,Coenzyme A+ATP+Succinate <  = > ADP+hydrogenphosphate+Succinyl-CoA
230,1862,"UDP-D-galactose(2-)+keratan sulfate I biosynthesis, precursor 8 = > proton+UDP+keratan sulfate I biosynthesis, precursor 9"
231,1563,L-threonine <  = > 
232,2877,O2+proton+Nicotinamide adenine dinucleotide phosphate - reduced+debrisoquine = > Water+Nicotinamide adenine dinucleotide phosphate+4 hydroxy debrisoquine
233,68,proton+L-dopa = > carbon dioxide+dopaminium(1+)
234,6853,L-Carnitine+(R)-3-hydroxybutanoyl-CoA(4-) <  = > Coenzyme A+3-hydroxy butyryl carnitine
235,2227,ATP+D-Glucosamine = > ADP+proton+D-Glucosamine 6-phosphate
236,"6546 , 6547 , 6548",S-Adenosyl-L-methionine+Phosphatidyl-N-dimethylethanolamine = > S-Adenosyl-L-homocysteine+Phosphatidylcholine
237,3713,26-hydroxycholesterol <  = > 26-hydroxycholesterol
238,5024,2-Oxoglutarate+butyrate <  = > 2-Oxoglutarate+butyrate
239,4937,L-serine+L-argininium(1+) = > L-serine+L-argininium(1+)
240,3477,triglyceride <  = > triglyceride
241,4593,L-cysteine+L-leucine <  = > L-cysteine+L-leucine
242,7248,L-threonine+L-phenylalanine = > L-threonine+L-phenylalanine
243,6819,Water+dodecanedioylcoa = > proton+Coenzyme A+Dodecanedioic acid
244,4546,L-serine+L-phenylalanine <  = > L-serine+L-phenylalanine
245,3227,L-Carnitine+R total 3 Coenzyme A = > Coenzyme A+R total 3 carnitine
246,3582,testosterone 3-glucosiduronic acid <  = > testosterone 3-glucosiduronic acid
247,1645,ATP+Coenzyme A+tetracosatetraenoic acid n-6 <  = > AMP+Diphosphate+tetracosatetraenoyl coenzyme A
248,5047,(R)-3-hydroxybutyrate+(S)-lactate <  = > (R)-3-hydroxybutyrate+(S)-lactate
249,741,proton+L-Carnitine = > proton+L-Carnitine
250,6994,"Water+Flavin adenine dinucleotide oxidized+trans7,10-hexadecadienoylcoa = > Flavin adenine dinucleotide reduced+3-hydroxy trans7,10-hexadecadienoylcoa"
251,6883,decadienoylcoa <  = > 
252,6763,"2',3'-cyclic UMP(1-) <  = > "
253,1852,"2UDP-D-galactose(2-)+Core 4 = > 2proton+2UDP+keratan sulfate II biosynthesis, precursor 1"
254,1725,Sodium+lignocerate <  = > Sodium+lignocerate
255,3123,pendtadenoyl carnitine = > pendtadenoyl carnitine
256,562,Bicarbonate+bis(beta-glucosyluronate)bilirubin <  = > Bicarbonate+bis(beta-glucosyluronate)bilirubin
257,4831,Sodium+L-isoleucine+L-tyrosine = > Sodium+L-tyrosine+L-isoleucine
258,1831,Type IIH glycolipid+GDP-L-fucose(2-) = > proton+GDP+Ley glycolipid
259,3746,dTMP <  = > 
260,343,proton+Nicotinamide adenine dinucleotide phosphate - reduced+7alpha-hydroxycholest-4-en-3-one = > Nicotinamide adenine dinucleotide phosphate+7alpha-hydroxy-5beta-cholestan-3-one
261,3782,Nicotinamide adenine dinucleotide phosphate+2L-cysteine <  = > proton+Nicotinamide adenine dinucleotide phosphate - reduced+L-cystine
262,3588,tetradecanoate (n-C14:0) <  = > tetradecanoate (n-C14:0)
263,4628,L-citrulline+L-histidine <  = > L-histidine+L-citrulline
264,"1881 , 1882","Nicotinamide adenine dinucleotide phosphate+D-Glucose 6-phosphate <  = > proton+Nicotinamide adenine dinucleotide phosphate - reduced+6-phospho-D-glucono-1,5-lactone"
265,4797,Sodium+L-valine+L-homoserine = > Sodium+L-homoserine+L-valine
266,525,UDP-N-acetyl-alpha-D-glucosamine(2-)+Lactoneotetraosylceramide = > proton+UDP+nLc5Cer
267,1209,"3,4-Dihydroxyphenylethyleneglycol <  = > "
268,4604,L-leucine+L-homoserine <  = > L-homoserine+L-leucine
269,1817,Lactoneotetraosylceramide+GDP-L-fucose(2-) = > proton+Type IIH glycolipid+GDP
