"  Oxidoreductases,   Acting on the CHOH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHOH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHOH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHOH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHOH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHOH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHOH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHOH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHOH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHOH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHOH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHOH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHOH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHOH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHOH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHOH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHOH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHOH group of donors,    With oxygen as acceptor"
"  Oxidoreductases,   Acting on the CHOH group of donors,    With oxygen as acceptor"
"  Oxidoreductases,   Acting on the CHOH group of donors,    With a quinone or similar compound as acceptor"
"  Oxidoreductases,   Acting on the CHOH group of donors,    With other acceptors"
"  Oxidoreductases,   Acting on the CHOH group of donors,    With other acceptors"
"  Oxidoreductases,   Acting on a peroxide as acceptor,    Peroxidases"
"  Oxidoreductases,   Acting on a peroxide as acceptor,    Peroxidases"
"  Oxidoreductases,   Acting on a peroxide as acceptor,    Peroxidases"
"  Oxidoreductases,   Acting on a peroxide as acceptor,    Peroxidases"
"  Oxidoreductases,   Acting on single donors with incorporation of molecular oxygen,    With incorporation of two atoms of oxygen"
"  Oxidoreductases,   Acting on single donors with incorporation of molecular oxygen,    With incorporation of two atoms of oxygen"
"  Oxidoreductases,   Acting on single donors with incorporation of molecular oxygen,    With incorporation of two atoms of oxygen"
"  Oxidoreductases,   Acting on single donors with incorporation of molecular oxygen,    With incorporation of two atoms of oxygen"
"  Oxidoreductases,   Acting on single donors with incorporation of molecular oxygen,    With incorporation of two atoms of oxygen"
"  Oxidoreductases,   Acting on single donors with incorporation of molecular oxygen,    With incorporation of two atoms of oxygen"
"  Oxidoreductases,   Acting on single donors with incorporation of molecular oxygen,    With incorporation of two atoms of oxygen"
"  Oxidoreductases,   Acting on single donors with incorporation of molecular oxygen,    With incorporation of two atoms of oxygen"
"  Oxidoreductases,   Acting on single donors with incorporation of molecular oxygen,    With incorporation of two atoms of oxygen"
"  Oxidoreductases,   Acting on single donors with incorporation of molecular oxygen,    With incorporation of two atoms of oxygen"
"  Oxidoreductases,   Acting on single donors with incorporation of molecular oxygen,    With incorporation of two atoms of oxygen"
"  Oxidoreductases,   Acting on single donors with incorporation of molecular oxygen,    Miscellaneous (requires further characterization)"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    With 2oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    With 2oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    With 2oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    With 2oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    With 2oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    With NADH or NADPH as one donor, and incorporation of one atom of oxygen"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    With NADH or NADPH as one donor, and incorporation of one atom of oxygen"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    With NADH or NADPH as one donor, and incorporation of one atom of oxygen"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    With NADH or NADPH as one donor, and incorporation of one atom of oxygen"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    With NADH or NADPH as one donor, and incorporation of one atom of oxygen"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    With NADH or NADPH as one donor, and incorporation of one atom of oxygen"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    With NADH or NADPH as one donor, and incorporation of one atom of oxygen"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    With NADH or NADPH as one donor, and incorporation of one atom of oxygen"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    With NADH or NADPH as one donor, and incorporation of one atom of oxygen"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    With NADH or NADPH as one donor, and incorporation of one atom of oxygen"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    With reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    With a reduced ironsulfur protein as one donor, and incorporation of one atom of oxygen"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    With a reduced ironsulfur protein as one donor, and incorporation of one atom of oxygen"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    With reduced pteridine as one donor, and incorporation of one atom of oxygen"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    With reduced pteridine as one donor, and incorporation of one atom of oxygen"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    With reduced pteridine as one donor, and incorporation of one atom of oxygen"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    With reduced ascorbate as one donor, and incorporation of one atom of oxygen"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    With another compound as one donor, and incorporation of one atom of oxygen"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    With another compound as one donor, and incorporation of one atom of oxygen"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    With oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    Miscellaneous (requires further characterization)"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    Miscellaneous (requires further characterization)"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    Miscellaneous (requires further characterization)"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    Miscellaneous (requires further characterization)"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    Miscellaneous (requires further characterization)"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    Miscellaneous (requires further characterization)"
"  Oxidoreductases,   Acting on paired donors, with incorporation or reduction of molecular oxygen,    Miscellaneous (requires further characterization)"
"  Oxidoreductases,   Acting on superoxide as acceptor,    Acting on superoxide as acceptor"
"  Oxidoreductases,   Oxidizing metal ions,    With oxygen as acceptor"
"  Oxidoreductases,   Acting on CH or CH(2) groups,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on CH or CH(2) groups,    With oxygen as acceptor"
"  Oxidoreductases,   Acting on CH or CH(2) groups,    With a disulfide as acceptor"
"  Oxidoreductases,   Acting on the aldehyde or oxo group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the aldehyde or oxo group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the aldehyde or oxo group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the aldehyde or oxo group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the aldehyde or oxo group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the aldehyde or oxo group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the aldehyde or oxo group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the aldehyde or oxo group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the aldehyde or oxo group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the aldehyde or oxo group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the aldehyde or oxo group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the aldehyde or oxo group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the aldehyde or oxo group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the aldehyde or oxo group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the aldehyde or oxo group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the aldehyde or oxo group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the aldehyde or oxo group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the aldehyde or oxo group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the aldehyde or oxo group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the aldehyde or oxo group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the aldehyde or oxo group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the aldehyde or oxo group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the aldehyde or oxo group of donors,    With oxygen as acceptor"
"  Oxidoreductases,   Acting on the aldehyde or oxo group of donors,    With oxygen as acceptor"
"  Oxidoreductases,   Acting on the aldehyde or oxo group of donors,    With a disulfide as acceptor"
"  Oxidoreductases,   Acting on the aldehyde or oxo group of donors,    With a disulfide as acceptor"
"  Oxidoreductases,   Acting on the aldehyde or oxo group of donors,    With a disulfide as acceptor"
"  Oxidoreductases,   Acting on the aldehyde or oxo group of donors,    With an ironsulfur protein as acceptor"
"  Oxidoreductases,   Acting on the CHCH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHCH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHCH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHCH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHCH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHCH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHCH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHCH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHCH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHCH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHCH group of donors,    With oxygen as acceptor"
"  Oxidoreductases,   Acting on the CHCH group of donors,    With oxygen as acceptor"
"  Oxidoreductases,   Acting on the CHCH group of donors,    With oxygen as acceptor"
"  Oxidoreductases,   Acting on the CHCH group of donors,    With oxygen as acceptor"
"  Oxidoreductases,   Acting on the CHCH group of donors,    With oxygen as acceptor"
"  Oxidoreductases,   Acting on the CHCH group of donors,    With a quinone or related compound as acceptor"
"  Oxidoreductases,   Acting on the CHCH group of donors,    With other acceptors"
"  Oxidoreductases,   Acting on the CHCH group of donors,    With other acceptors"
"  Oxidoreductases,   Acting on the CHCH group of donors,    With other acceptors"
"  Oxidoreductases,   Acting on the CHCH group of donors,    With other acceptors"
"  Oxidoreductases,   Acting on the CHCH group of donors,    With other acceptors"
"  Oxidoreductases,   Acting on the CHCH group of donors,    With other acceptors"
"  Oxidoreductases,   Acting on the CHCH group of donors,    With other acceptors"
"  Oxidoreductases,   Acting on the CHCH group of donors,    With other acceptors"
"  Oxidoreductases,   Acting on the CHCH group of donors,    With other acceptors"
"  Oxidoreductases,   Acting on the CHNH(2) group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHNH(2) group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHNH(2) group of donors,    With oxygen as acceptor"
"  Oxidoreductases,   Acting on the CHNH(2) group of donors,    With oxygen as acceptor"
"  Oxidoreductases,   Acting on the CHNH(2) group of donors,    With oxygen as acceptor"
"  Oxidoreductases,   Acting on the CHNH(2) group of donors,    With oxygen as acceptor"
"  Oxidoreductases,   Acting on the CHNH(2) group of donors,    With oxygen as acceptor"
"  Oxidoreductases,   Acting on the CHNH(2) group of donors,    With oxygen as acceptor"
"  Oxidoreductases,   Acting on the CHNH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHNH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHNH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHNH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHNH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHNH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHNH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHNH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHNH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHNH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHNH group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on the CHNH group of donors,    With oxygen as acceptor"
"  Oxidoreductases,   Acting on the CHNH group of donors,    With oxygen as acceptor"
"  Oxidoreductases,   Acting on the CHNH group of donors,    With oxygen as acceptor"
"  Oxidoreductases,   Acting on the CHNH group of donors,    With a quinone or similar compound as acceptor"
"  Oxidoreductases,   Acting on the CHNH group of donors,    With other acceptors"
"  Oxidoreductases,   Acting on the CHNH group of donors,    With other acceptors"
"  Oxidoreductases,   Acting on the CHNH group of donors,    With other acceptors"
"  Oxidoreductases,   Acting on NADH or NADPH,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on NADH or NADPH,    With a heme protein as acceptor"
"  Oxidoreductases,   Acting on NADH or NADPH,    With a quinone or similar compound as acceptor"
"  Oxidoreductases,   Acting on NADH or NADPH,    With a quinone or similar compound as acceptor"
"  Oxidoreductases,   Acting on NADH or NADPH,    With other acceptors"
"  Oxidoreductases,   Acting on NADH or NADPH,    With other acceptors"
"  Oxidoreductases,   Acting on other nitrogenous compounds as donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on other nitrogenous compounds as donors,"
"  Oxidoreductases,   Acting on a sulfur group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on a sulfur group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on a sulfur group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on a sulfur group of donors,    With NAD(+) or NADP(+) as acceptor"
"  Oxidoreductases,   Acting on a sulfur group of donors,    With oxygen as acceptor"
"  Oxidoreductases,   Acting on a sulfur group of donors,    With a disulfide as acceptor"
"  Transferases,   Transferring onecarbon groups,    Methyltransferases"
"  Transferases,   Transferring onecarbon groups,    Methyltransferases"
"  Transferases,   Transferring onecarbon groups,    Methyltransferases"
"  Transferases,   Transferring onecarbon groups,    Methyltransferases"
"  Transferases,   Transferring onecarbon groups,    Methyltransferases"
"  Transferases,   Transferring onecarbon groups,    Methyltransferases"
"  Transferases,   Transferring onecarbon groups,    Methyltransferases"
"  Transferases,   Transferring onecarbon groups,    Methyltransferases"
"  Transferases,   Transferring onecarbon groups,    Methyltransferases"
"  Transferases,   Transferring onecarbon groups,    Methyltransferases"
"  Transferases,   Transferring onecarbon groups,    Methyltransferases"
"  Transferases,   Transferring onecarbon groups,    Methyltransferases"
"  Transferases,   Transferring onecarbon groups,    Methyltransferases"
"  Transferases,   Transferring onecarbon groups,    Methyltransferases"
"  Transferases,   Transferring onecarbon groups,    Methyltransferases"
"  Transferases,   Transferring onecarbon groups,    Methyltransferases"
"  Transferases,   Transferring onecarbon groups,    Hydroxymethyl, formyl and related transferases"
"  Transferases,   Transferring onecarbon groups,    Hydroxymethyl, formyl and related transferases"
"  Transferases,   Transferring onecarbon groups,    Hydroxymethyl, formyl and related transferases"
"  Transferases,   Transferring onecarbon groups,    Hydroxymethyl, formyl and related transferases"
"  Transferases,   Transferring onecarbon groups,    Hydroxymethyl, formyl and related transferases"
"  Transferases,   Transferring onecarbon groups,    Carboxyl and carbamoyltransferases"
"  Transferases,   Transferring onecarbon groups,    Carboxyl and carbamoyltransferases"
"  Transferases,   Transferring onecarbon groups,    Carboxyl and carbamoyltransferases"
"  Transferases,   Transferring onecarbon groups,    Amidinotransferases"
"  Transferases,   Transferring aldehyde or ketone residues,    Transketolases and transaldolases"
"  Transferases,   Transferring aldehyde or ketone residues,    Transketolases and transaldolases"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Transferring groups other than aminoacyl groups"
"  Transferases,   Acyltransferases,    Aminoacyltransferases"
"  Transferases,   Acyltransferases,    Aminoacyltransferases"
"  Transferases,   Acyltransferases,    Acyl groups converted into alkyl on transfer"
"  Transferases,   Acyltransferases,    Acyl groups converted into alkyl on transfer"
"  Transferases,   Acyltransferases,    Acyl groups converted into alkyl on transfer"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
"  Transferases,   Glycosyltransferases,    Hexosyltransferases"
