493,9606,ATP2B4,"ATPase, Ca++ transporting, plasma membrane 4"
495,9606,ATP4A,"ATPase, H+/K+ exchanging, alpha polypeptide"
496,9606,ATP4B,"ATPase, H+/K+ exchanging, beta polypeptide"
498,9606,ATP5A1,"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle"
501,9606,ALDH7A1,"aldehyde dehydrogenase 7 family, member A1"
506,9606,ATP5B,"ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide"
509,9606,ATP5C1,"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1"
513,9606,ATP5D,"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit"
514,9606,ATP5E,"ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit"
515,9606,ATP5F1,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1"
516,9606,ATP5G1,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9)"
517,9606,ATP5G2,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9)"
518,9606,ATP5G3,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C3 (subunit 9)"
521,9606,ATP5I,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit E"
522,9606,ATP5J,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6"
523,9606,ATP6V1A,"ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A"
525,9606,ATP6V1B1,"ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B1"
526,9606,ATP6V1B2,"ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2"
527,9606,ATP6V0C,"ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c"
528,9606,ATP6V1C1,"ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1"
529,9606,ATP6V1E1,"ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1"
533,9606,ATP6V0B,"ATPase, H+ transporting, lysosomal 21kDa, V0 subunit b"
534,9606,ATP6V1G2,"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2"
535,9606,ATP6V0A1,"ATPase, H+ transporting, lysosomal V0 subunit a1"
549,9606,AUH,AU RNA binding protein/enoyl-CoA hydratase
570,9606,BAAT,bile acid CoA: amino acid N-acyltransferase (glycine N-choloyltransferase)
586,9606,BCAT1,"branched chain amino-acid transaminase 1, cytosolic"
587,9606,BCAT2,"branched chain amino-acid transaminase 2, mitochondrial"
593,9606,BCKDHA,"branched chain keto acid dehydrogenase E1, alpha polypeptide"
594,9606,BCKDHB,"branched chain keto acid dehydrogenase E1, beta polypeptide"
622,9606,BDH1,"3-hydroxybutyrate dehydrogenase, type 1"
635,9606,BHMT,betaine--homocysteine S-methyltransferase
644,9606,BLVRA,biliverdin reductase A
645,9606,BLVRB,biliverdin reductase B (flavin reductase (NADPH))
669,9606,BPGM,"2,3-bisphosphoglycerate mutase"
686,9606,BTD,biotinidase
755,9606,C21orf2,chromosome 21 open reading frame 2
759,9606,CA1,carbonic anhydrase I
760,9606,CA2,carbonic anhydrase II
761,9606,CA3,"carbonic anhydrase III, muscle specific"
762,9606,CA4,carbonic anhydrase IV
763,9606,CA5A,"carbonic anhydrase VA, mitochondrial"
765,9606,CA6,carbonic anhydrase VI
766,9606,CA7,carbonic anhydrase VII
767,9606,CA8,carbonic anhydrase VIII
768,9606,CA9,carbonic anhydrase IX
771,9606,CA12,carbonic anhydrase XII
788,9606,SLC25A20,"solute carrier family 25 (carnitine/acylcarnitine translocase), member 20"
790,9606,CAD,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase"
847,9606,CAT,catalase
873,9606,CBR1,carbonyl reductase 1
874,9606,CBR3,carbonyl reductase 3
875,9606,CBS,cystathionine-beta-synthase
883,9606,CCBL1,"cysteine conjugate-beta lyase, cytoplasmic"
952,9606,CD38,CD38 molecule
953,9606,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1
954,9606,ENTPD2,ectonucleoside triphosphate diphosphohydrolase 2
955,9606,ENTPD6,ectonucleoside triphosphate diphosphohydrolase 6 (putative)
956,9606,ENTPD3,ectonucleoside triphosphate diphosphohydrolase 3
957,9606,ENTPD5,ectonucleoside triphosphate diphosphohydrolase 5
978,9606,CDA,cytidine deaminase
1036,9606,CDO1,cysteine dioxygenase type 1
1040,9606,CDS1,CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1
1103,9606,CHAT,choline O-acetyltransferase
1109,9606,AKR1C4,"aldo-keto reductase family 1, member C4"
1118,9606,CHIT1,chitinase 1 (chitotriosidase)
1119,9606,CHKA,choline kinase alpha
1120,9606,CHKB,choline kinase beta
1152,9606,CKB,"creatine kinase, brain"
1158,9606,CKM,"creatine kinase, muscle"
1159,9606,CKMT1B,"creatine kinase, mitochondrial 1B"
1160,9606,CKMT2,"creatine kinase, mitochondrial 2 (sarcomeric)"
1178,9606,CLC,Charcot-Leyden crystal galectin
1200,9606,TPP1,tripeptidyl peptidase I
1215,9606,CMA1,"chymase 1, mast cell"
1267,9606,CNP,"2',3'-cyclic nucleotide 3' phosphodiesterase"
1312,9606,COMT,catechol-O-methyltransferase
1327,9606,COX4I1,cytochrome c oxidase subunit IV isoform 1
1329,9606,COX5B,cytochrome c oxidase subunit Vb
1337,9606,COX6A1,cytochrome c oxidase subunit VIa polypeptide 1
1339,9606,COX6A2,cytochrome c oxidase subunit VIa polypeptide 2
1340,9606,COX6B1,cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous)
1345,9606,COX6C,cytochrome c oxidase subunit VIc
1346,9606,COX7A1,cytochrome c oxidase subunit VIIa polypeptide 1 (muscle)
1347,9606,COX7A2,cytochrome c oxidase subunit VIIa polypeptide 2 (liver)
1349,9606,COX7B,cytochrome c oxidase subunit VIIb
1350,9606,COX7C,cytochrome c oxidase subunit VIIc
1351,9606,COX8A,cytochrome c oxidase subunit VIIIA (ubiquitous)
1356,9606,CP,ceruloplasmin (ferroxidase)
1357,9606,CPA1,carboxypeptidase A1 (pancreatic)
1358,9606,CPA2,carboxypeptidase A2 (pancreatic)
1371,9606,CPOX,coproporphyrinogen oxidase
1373,9606,CPS1,"carbamoyl-phosphate synthase 1, mitochondrial"
1374,9606,CPT1A,carnitine palmitoyltransferase 1A (liver)
1375,9606,CPT1B,carnitine palmitoyltransferase 1B (muscle)
1376,9606,CPT2,carnitine palmitoyltransferase 2
1384,9606,CRAT,carnitine O-acetyltransferase
1431,9606,CS,citrate synthase
1468,9606,SLC25A10,"solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10"
1491,9606,CTH,cystathionase (cystathionine gamma-lyase)
1503,9606,CTPS1,CTP synthase 1
1537,9606,CYC1,cytochrome c-1
1543,9606,CYP1A1,"cytochrome P450, family 1, subfamily A, polypeptide 1"
1544,9606,CYP1A2,"cytochrome P450, family 1, subfamily A, polypeptide 2"
1545,9606,CYP1B1,"cytochrome P450, family 1, subfamily B, polypeptide 1"
1548,9606,CYP2A6,"cytochrome P450, family 2, subfamily A, polypeptide 6"
1549,9606,CYP2A7,"cytochrome P450, family 2, subfamily A, polypeptide 7"
1551,9606,CYP3A7,"cytochrome P450, family 3, subfamily A, polypeptide 7"
1553,9606,CYP2A13,"cytochrome P450, family 2, subfamily A, polypeptide 13"
1555,9606,CYP2B6,"cytochrome P450, family 2, subfamily B, polypeptide 6"
1557,9606,CYP2C19,"cytochrome P450, family 2, subfamily C, polypeptide 19"
1558,9606,CYP2C8,"cytochrome P450, family 2, subfamily C, polypeptide 8"
1559,9606,CYP2C9,"cytochrome P450, family 2, subfamily C, polypeptide 9"
1562,9606,CYP2C18,"cytochrome P450, family 2, subfamily C, polypeptide 18"
1565,9606,CYP2D6,"cytochrome P450, family 2, subfamily D, polypeptide 6"
1571,9606,CYP2E1,"cytochrome P450, family 2, subfamily E, polypeptide 1"
1572,9606,CYP2F1,"cytochrome P450, family 2, subfamily F, polypeptide 1"
1573,9606,CYP2J2,"cytochrome P450, family 2, subfamily J, polypeptide 2"
1576,9606,CYP3A4,"cytochrome P450, family 3, subfamily A, polypeptide 4"
1577,9606,CYP3A5,"cytochrome P450, family 3, subfamily A, polypeptide 5"
1579,9606,CYP4A11,"cytochrome P450, family 4, subfamily A, polypeptide 11"
1580,9606,CYP4B1,"cytochrome P450, family 4, subfamily B, polypeptide 1"
1581,9606,CYP7A1,"cytochrome P450, family 7, subfamily A, polypeptide 1"
1582,9606,CYP8B1,"cytochrome P450, family 8, subfamily B, polypeptide 1"
1583,9606,CYP11A1,"cytochrome P450, family 11, subfamily A, polypeptide 1"
1584,9606,CYP11B1,"cytochrome P450, family 11, subfamily B, polypeptide 1"
1585,9606,CYP11B2,"cytochrome P450, family 11, subfamily B, polypeptide 2"
1586,9606,CYP17A1,"cytochrome P450, family 17, subfamily A, polypeptide 1"
1588,9606,CYP19A1,"cytochrome P450, family 19, subfamily A, polypeptide 1"
1589,9606,CYP21A2,"cytochrome P450, family 21, subfamily A, polypeptide 2"
1591,9606,CYP24A1,"cytochrome P450, family 24, subfamily A, polypeptide 1"
1592,9606,CYP26A1,"cytochrome P450, family 26, subfamily A, polypeptide 1"
1593,9606,CYP27A1,"cytochrome P450, family 27, subfamily A, polypeptide 1"
1594,9606,CYP27B1,"cytochrome P450, family 27, subfamily B, polypeptide 1"
1595,9606,CYP51A1,"cytochrome P450, family 51, subfamily A, polypeptide 1"
1603,9606,DAD1,defender against cell death 1
1606,9606,DGKA,"diacylglycerol kinase, alpha 80kDa"
1607,9606,DGKB,"diacylglycerol kinase, beta 90kDa"
1608,9606,DGKG,"diacylglycerol kinase, gamma 90kDa"
1609,9606,DGKQ,"diacylglycerol kinase, theta 110kDa"
1610,9606,DAO,D-amino-acid oxidase
1621,9606,DBH,dopamine beta-hydroxylase (dopamine beta-monooxygenase)
1622,9606,DBI,"diazepam binding inhibitor (GABA receptor modulator, acyl-CoA binding protein)"
1629,9606,DBT,dihydrolipoamide branched chain transacylase E2
1632,9606,ECI1,enoyl-CoA delta isomerase 1
1633,9606,DCK,deoxycytidine kinase
1635,9606,DCTD,dCMP deaminase
1636,9606,ACE,angiotensin I converting enzyme
1638,9606,DCT,dopachrome tautomerase
1644,9606,DDC,dopa decarboxylase (aromatic L-amino acid decarboxylase)
1645,9606,AKR1C1,"aldo-keto reductase family 1, member C1"
1650,9606,DDOST,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit (non-catalytic)
1666,9606,DECR1,"2,4-dienoyl CoA reductase 1, mitochondrial"
1716,9606,DGUOK,deoxyguanosine kinase
1717,9606,DHCR7,7-dehydrocholesterol reductase
1718,9606,DHCR24,24-dehydrocholesterol reductase
1719,9606,DHFR,dihydrofolate reductase
1723,9606,DHODH,dihydroorotate dehydrogenase (quinone)
1727,9606,CYB5R3,cytochrome b5 reductase 3
1737,9606,DLAT,dihydrolipoamide S-acetyltransferase
1738,9606,DLD,dihydrolipoamide dehydrogenase
1743,9606,DLST,dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)
1757,9606,SARDH,sarcosine dehydrogenase
1786,9606,DNMT1,DNA (cytosine-5-)-methyltransferase 1
1787,9606,TRDMT1,tRNA aspartic acid methyltransferase 1
1788,9606,DNMT3A,DNA (cytosine-5-)-methyltransferase 3 alpha
1789,9606,DNMT3B,DNA (cytosine-5-)-methyltransferase 3 beta
1798,9606,DPAGT1,dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)
1806,9606,DPYD,dihydropyrimidine dehydrogenase
1807,9606,DPYS,dihydropyrimidinase
1808,9606,DPYSL2,dihydropyrimidinase-like 2
1809,9606,DPYSL3,dihydropyrimidinase-like 3
1811,9606,SLC26A3,"solute carrier family 26 (anion exchanger), member 3"
1836,9606,SLC26A2,"solute carrier family 26 (anion exchanger), member 2"
1841,9606,DTYMK,deoxythymidylate kinase (thymidylate kinase)
1854,9606,DUT,deoxyuridine triphosphatase
1890,9606,TYMP,thymidine phosphorylase
1891,9606,ECH1,"enoyl CoA hydratase 1, peroxisomal"
1892,9606,ECHS1,"enoyl CoA hydratase, short chain, 1, mitochondrial"
1956,9606,EGFR,epidermal growth factor receptor
1962,9606,EHHADH,"enoyl-CoA, hydratase/3-hydroxyacyl CoA dehydrogenase"
2023,9606,ENO1,"enolase 1, (alpha)"
2026,9606,ENO2,"enolase 2 (gamma, neuronal)"
2027,9606,ENO3,"enolase 3 (beta, muscle)"
2030,9606,SLC29A1,"solute carrier family 29 (equilibrative nucleoside transporter), member 1"
2052,9606,EPHX1,"epoxide hydrolase 1, microsomal (xenobiotic)"
2053,9606,EPHX2,"epoxide hydrolase 2, cytoplasmic"
2098,9606,ESD,esterase D
2108,9606,ETFA,"electron-transfer-flavoprotein, alpha polypeptide"
2109,9606,ETFB,"electron-transfer-flavoprotein, beta polypeptide"
2110,9606,ETFDH,electron-transferring-flavoprotein dehydrogenase
2131,9606,EXT1,exostosin glycosyltransferase 1
2132,9606,EXT2,exostosin glycosyltransferase 2
2134,9606,EXTL1,exostosin-like glycosyltransferase 1
2135,9606,EXTL2,exostosin-like glycosyltransferase 2
2137,9606,EXTL3,exostosin-like glycosyltransferase 3
2180,9606,ACSL1,acyl-CoA synthetase long-chain family member 1
2181,9606,ACSL3,acyl-CoA synthetase long-chain family member 3
2182,9606,ACSL4,acyl-CoA synthetase long-chain family member 4
2184,9606,FAH,fumarylacetoacetate hydrolase (fumarylacetoacetase)
2194,9606,FASN,fatty acid synthase
2203,9606,FBP1,"fructose-1,6-bisphosphatase 1"
2222,9606,FDFT1,farnesyl-diphosphate farnesyltransferase 1
2224,9606,FDPS,farnesyl diphosphate synthase
2235,9606,FECH,ferrochelatase
2271,9606,FH,fumarate hydratase
2326,9606,FMO1,flavin containing monooxygenase 1
2327,9606,FMO2,flavin containing monooxygenase 2 (non-functional)
2328,9606,FMO3,flavin containing monooxygenase 3
2329,9606,FMO4,flavin containing monooxygenase 4
2330,9606,FMO5,flavin containing monooxygenase 5
2348,9606,FOLR1,folate receptor 1 (adult)
2352,9606,FOLR3,folate receptor 3 (gamma)
2356,9606,FPGS,folylpolyglutamate synthase
2495,9606,FTH1,"ferritin, heavy polypeptide 1"
2509,9606,FTH1P5,"ferritin, heavy polypeptide 1 pseudogene 5"
2517,9606,FUCA1,"fucosidase, alpha-L- 1, tissue"
2519,9606,FUCA2,"fucosidase, alpha-L- 2, plasma"
2523,9606,FUT1,"fucosyltransferase 1 (galactoside 2-alpha-L-fucosyltransferase, H blood group)"
2525,9606,FUT3,"fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group)"
2530,9606,FUT8,"fucosyltransferase 8 (alpha (1,6) fucosyltransferase)"
2531,9606,KDSR,3-ketodihydrosphingosine reductase
2538,9606,G6PC,"glucose-6-phosphatase, catalytic subunit"
2539,9606,G6PD,glucose-6-phosphate dehydrogenase
2542,9606,SLC37A4,"solute carrier family 37 (glucose-6-phosphate transporter), member 4"
2544,9606,G6PT2,"glucose-6-phosphatase, transport (phosphate/pyrophosphate) protein 2"
2548,9606,GAA,"glucosidase, alpha; acid"
2571,9606,GAD1,"glutamate decarboxylase 1 (brain, 67kDa)"
2572,9606,GAD2,"glutamate decarboxylase 2 (pancreatic islets and brain, 65kDa)"
2581,9606,GALC,galactosylceramidase
2582,9606,GALE,UDP-galactose-4-epimerase
2583,9606,B4GALNT1,"beta-1,4-N-acetyl-galactosaminyl transferase 1"
2584,9606,GALK1,galactokinase 1
2585,9606,GALK2,galactokinase 2
2588,9606,GALNS,galactosamine (N-acetyl)-6-sulfate sulfatase
2589,9606,GALNT1,polypeptide N-acetylgalactosaminyltransferase 1
2590,9606,GALNT2,polypeptide N-acetylgalactosaminyltransferase 2
2591,9606,GALNT3,polypeptide N-acetylgalactosaminyltransferase 3
2592,9606,GALT,galactose-1-phosphate uridylyltransferase
2593,9606,GAMT,guanidinoacetate N-methyltransferase
2595,9606,GANC,"glucosidase, alpha; neutral C"
2597,9606,GAPDH,glyceraldehyde-3-phosphate dehydrogenase
2618,9606,GART,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase"
2628,9606,GATM,glycine amidinotransferase (L-arginine:glycine amidinotransferase)
2629,9606,GBA,"glucosidase, beta, acid"
2632,9606,GBE1,"glucan (1,4-alpha-), branching enzyme 1"
2639,9606,GCDH,glutaryl-CoA dehydrogenase
2643,9606,GCH1,GTP cyclohydrolase 1
2645,9606,GCK,glucokinase (hexokinase 4)
2650,9606,GCNT1,"glucosaminyl (N-acetyl) transferase 1, core 2"
2651,9606,GCNT2,"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)"
2653,9606,GCSH,glycine cleavage system protein H (aminomethyl carrier)
2673,9606,GFPT1,glutamine--fructose-6-phosphate transaminase 1
2678,9606,GGT1,gamma-glutamyltransferase 1
2679,9606,GGT3P,gamma-glutamyltransferase 3 pseudogene
2683,9606,B4GALT1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1"
2686,9606,GGT7,gamma-glutamyltransferase 7
2687,9606,GGT5,gamma-glutamyltransferase 5
2710,9606,GK,glycerol kinase
2712,9606,GK2,glycerol kinase 2
2713,9606,GK3P,glycerol kinase 3 pseudogene
2717,9606,GLA,"galactosidase, alpha"
2720,9606,GLB1,"galactosidase, beta 1"
2729,9606,GCLC,"glutamate-cysteine ligase, catalytic subunit"
2730,9606,GCLM,"glutamate-cysteine ligase, modifier subunit"
2731,9606,GLDC,glycine dehydrogenase (decarboxylating)
2739,9606,GLO1,glyoxalase I
2744,9606,GLS,glutaminase
2745,9606,GLRX,glutaredoxin (thioltransferase)
2746,9606,GLUD1,glutamate dehydrogenase 1
2747,9606,GLUD2,glutamate dehydrogenase 2
2752,9606,GLUL,glutamate-ammonia ligase
2762,9606,GMDS,"GDP-mannose 4,6-dehydratase"
2766,9606,GMPR,guanosine monophosphate reductase
2799,9606,GNS,glucosamine (N-acetyl)-6-sulfatase
2805,9606,GOT1,"glutamic-oxaloacetic transaminase 1, soluble"
2806,9606,GOT2,"glutamic-oxaloacetic transaminase 2, mitochondrial"
2819,9606,GPD1,glycerol-3-phosphate dehydrogenase 1 (soluble)
2820,9606,GPD2,glycerol-3-phosphate dehydrogenase 2 (mitochondrial)
2821,9606,GPI,glucose-6-phosphate isomerase
2875,9606,GPT,glutamic-pyruvate transaminase (alanine aminotransferase)
2876,9606,GPX1,glutathione peroxidase 1
2877,9606,GPX2,glutathione peroxidase 2 (gastrointestinal)
2878,9606,GPX3,glutathione peroxidase 3 (plasma)
2879,9606,GPX4,glutathione peroxidase 4
2880,9606,GPX5,glutathione peroxidase 5 (epididymal androgen-related protein)
2882,9606,GPX7,glutathione peroxidase 7
2936,9606,GSR,glutathione reductase
2937,9606,GSS,glutathione synthetase
2944,9606,GSTM1,glutathione S-transferase mu 1
2954,9606,GSTZ1,glutathione S-transferase zeta 1
2974,9606,GUCY1B2,"guanylate cyclase 1, soluble, beta 2 (pseudogene)"
2977,9606,GUCY1A2,"guanylate cyclase 1, soluble, alpha 2"
2982,9606,GUCY1A3,"guanylate cyclase 1, soluble, alpha 3"
2983,9606,GUCY1B3,"guanylate cyclase 1, soluble, beta 3"
2984,9606,GUCY2C,guanylate cyclase 2C (heat stable enterotoxin receptor)
2986,9606,GUCY2F,"guanylate cyclase 2F, retinal"
2987,9606,GUK1,guanylate kinase 1
2990,9606,GUSB,"glucuronidase, beta"
2992,9606,GYG1,glycogenin 1
2997,9606,GYS1,glycogen synthase 1 (muscle)
2998,9606,GYS2,glycogen synthase 2 (liver)
3000,9606,GUCY2D,"guanylate cyclase 2D, membrane (retina-specific)"
3028,9606,HSD17B10,hydroxysteroid (17-beta) dehydrogenase 10
3029,9606,HAGH,hydroxyacylglutathione hydrolase
3030,9606,HADHA,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit"
